ID,Nombre_Tarea,Categoria_Principal,Subcategoria,Indoor_Outdoor,Tiempo_Estimado_Minutos,Requiere_Ubicacion,API_Categoria,Descripcion
43,Hacer una ruta de cicloturismo por el lago,Deportes al Aire Libre,Ciclismo,Outdoor,30,True,,Disfruta de Hacer una ruta de cicloturismo por el lago al aire libre dentro de la categoría de Deportes al Aire Libre
46,Hacer camping en el área protegida,Aventura y Exploración,Campamento,Outdoor,60,True,,Disfruta de Hacer camping en el área protegida al aire libre dentro de la categoría de Aventura y Exploración
48,Pintar junto al la playa,Arte al Aire Libre,Pintura,Outdoor,60,True,,Disfruta de Pintar junto al la playa al aire libre dentro de la categoría de Arte al Aire Libre
49,Hacer escalada en roca natural en la reserva natural,Deportes al Aire Libre,Escalada,Outdoor,240,True,,Disfruta de Hacer escalada en roca natural en la reserva natural al aire libre dentro de la categoría de Deportes al Aire Libre
50,Hacer paddle surf en el parque local,Actividades Acuáticas,Surf,Outdoor,60,True,,Disfruta de Hacer paddle surf en el parque local al aire libre dentro de la categoría de Actividades Acuáticas
51,Participar en una carrera local de 15 km,Deportes al Aire Libre,Running,Outdoor,30,True,,Disfruta de Participar en una carrera local de 15 km al aire libre dentro de la categoría de Deportes al Aire Libre
52,Cultivar plantas aromáticas en la playa,Jardinería y Agricultura,Huerto Urbano,Outdoor,120,True,,Disfruta de Cultivar plantas aromáticas en la playa al aire libre dentro de la categoría de Jardinería y Agricultura
54,Explorar lugares secretos de Málaga,Aventura y Exploración,Exploración Urbana,Outdoor,120,True,,Disfruta de Explorar lugares secretos de Málaga al aire libre dentro de la categoría de Aventura y Exploración
56,Pintar paisajes al aire libre en la sierra,Arte al Aire Libre,Pintura,Outdoor,240,True,,Disfruta de Pintar paisajes al aire libre en la sierra al aire libre dentro de la categoría de Arte al Aire Libre
58,Hacer una ruta en kayak por el río de montaña,Actividades Acuáticas,Kayak,Outdoor,30,True,,Disfruta de Hacer una ruta en kayak por el río de montaña al aire libre dentro de la categoría de Actividades Acuáticas
62,Participar en un evento de arte callejero,Arte al Aire Libre,Pintura,Outdoor,240,True,,Disfruta de Participar en un evento de arte callejero al aire libre dentro de la categoría de Arte al Aire Libre
63,Hacer ejercicios técnicos de fútbol en la playa,Deportes de Equipo,Fútbol,Outdoor,240,True,,Disfruta de Hacer ejercicios técnicos de fútbol en la playa al aire libre dentro de la categoría de Deportes de Equipo
64,Jugar un partido de fútbol en el centro histórico,Deportes de Equipo,Fútbol,Outdoor,120,True,,Disfruta de Jugar un partido de fútbol en el centro histórico al aire libre dentro de la categoría de Deportes de Equipo
65,Hacer camping salvaje en la sierra,Aventura y Exploración,Campamento,Outdoor,60,True,,Disfruta de Hacer camping salvaje en la sierra al aire libre dentro de la categoría de Aventura y Exploración
66,Hacer entrenamiento de baloncesto en la playa,Deportes de Equipo,Baloncesto,Outdoor,30,True,,Disfruta de Hacer entrenamiento de baloncesto en la playa al aire libre dentro de la categoría de Deportes de Equipo
68,Participar en una sesión de escalada guiada,Deportes al Aire Libre,Escalada,Outdoor,120,True,,Disfruta de Participar en una sesión de escalada guiada al aire libre dentro de la categoría de Deportes al Aire Libre
69,Hacer una excursión fotográfica por el valle,Deportes al Aire Libre,Senderismo,Outdoor,120,True,,Disfruta de Hacer una excursión fotográfica por el valle al aire libre dentro de la categoría de Deportes al Aire Libre
70,Practicar boulder en el valle,Deportes al Aire Libre,Escalada,Outdoor,240,True,,Disfruta de Practicar boulder en el valle al aire libre dentro de la categoría de Deportes al Aire Libre
71,Hacer una ruta en kayak por el río salvaje,Actividades Acuáticas,Kayak,Outdoor,120,True,,Disfruta de Hacer una ruta en kayak por el río salvaje al aire libre dentro de la categoría de Actividades Acuáticas
72,Hacer kayak de mar en la sierra,Actividades Acuáticas,Kayak,Outdoor,30,True,,Disfruta de Hacer kayak de mar en la sierra al aire libre dentro de la categoría de Actividades Acuáticas
73,Hacer entrenamiento de intervalos en la playa,Deportes al Aire Libre,Running,Outdoor,120,True,,Disfruta de Hacer entrenamiento de intervalos en la playa al aire libre dentro de la categoría de Deportes al Aire Libre
74,Hacer entrenamiento de fútbol en el jardín botánico,Deportes de Equipo,Fútbol,Outdoor,240,True,,Disfruta de Hacer entrenamiento de fútbol en el jardín botánico al aire libre dentro de la categoría de Deportes de Equipo
75,Hacer escalada tradicional en el lago,Deportes al Aire Libre,Escalada,Outdoor,90,True,,Disfruta de Hacer escalada tradicional en el lago al aire libre dentro de la categoría de Deportes al Aire Libre
76,Participar en un torneo de voleibol al aire libre,Deportes de Equipo,Voleibol,Outdoor,180,True,,Disfruta de Participar en un torneo de voleibol al aire libre al aire libre dentro de la categoría de Deportes de Equipo
77,Practicar natación de larga distancia en la reserva natural,Actividades Acuáticas,Natación,Outdoor,120,True,,Disfruta de Practicar natación de larga distancia en la reserva natural al aire libre dentro de la categoría de Actividades Acuáticas
78,Participar en una excursión en kayak por el centro histórico,Actividades Acuáticas,Kayak,Outdoor,60,True,,Disfruta de Participar en una excursión en kayak por el centro histórico al aire libre dentro de la categoría de Actividades Acuáticas
80,Hacer descenso en bicicleta en el centro histórico,Deportes al Aire Libre,Ciclismo,Outdoor,180,True,,Disfruta de Hacer descenso en bicicleta en el centro histórico al aire libre dentro de la categoría de Deportes al Aire Libre
81,Participar en una sesión de pintura en el valle,Arte al Aire Libre,Pintura,Outdoor,120,True,,Disfruta de Participar en una sesión de pintura en el valle al aire libre dentro de la categoría de Arte al Aire Libre
82,Participar en una carrera local de 20 km,Deportes al Aire Libre,Running,Outdoor,180,True,,Disfruta de Participar en una carrera local de 20 km al aire libre dentro de la categoría de Deportes al Aire Libre
83,Practicar técnicas de surf en la cala escondida,Actividades Acuáticas,Surf,Outdoor,90,True,,Disfruta de Practicar técnicas de surf en la cala escondida al aire libre dentro de la categoría de Actividades Acuáticas
84,Buscar tesoros de geocaching en la montaña,Aventura y Exploración,Geocaching,Outdoor,180,True,,Disfruta de Buscar tesoros de geocaching en la montaña al aire libre dentro de la categoría de Aventura y Exploración
85,Practicar técnicas de natación en la playa,Actividades Acuáticas,Natación,Outdoor,60,True,,Disfruta de Practicar técnicas de natación en la playa al aire libre dentro de la categoría de Actividades Acuáticas
87,Hacer una travesía a nado en el lago,Actividades Acuáticas,Natación,Outdoor,120,True,,Disfruta de Hacer una travesía a nado en el lago al aire libre dentro de la categoría de Actividades Acuáticas
89,Practicar maniobras de surf en la playa del faro,Actividades Acuáticas,Surf,Outdoor,240,True,,Disfruta de Practicar maniobras de surf en la playa del faro al aire libre dentro de la categoría de Actividades Acuáticas
90,Explorar barrios antiguos de La Coruña,Aventura y Exploración,Exploración Urbana,Outdoor,240,True,,Disfruta de Explorar barrios antiguos de La Coruña al aire libre dentro de la categoría de Aventura y Exploración
92,Hacer descenso en bicicleta en la playa,Deportes al Aire Libre,Ciclismo,Outdoor,120,True,,Disfruta de Hacer descenso en bicicleta en la playa al aire libre dentro de la categoría de Deportes al Aire Libre
93,Organizar un taller de jardinería,Jardinería y Agricultura,Jardinería Comunitaria,Outdoor,180,True,,Disfruta de Organizar un taller de jardinería al aire libre dentro de la categoría de Jardinería y Agricultura
94,Hacer kayak en el bosque,Actividades Acuáticas,Kayak,Outdoor,120,True,,Disfruta de Hacer kayak en el bosque al aire libre dentro de la categoría de Actividades Acuáticas
96,Hacer una ruta en bicicleta por el lago,Deportes al Aire Libre,Ciclismo,Outdoor,60,True,,Disfruta de Hacer una ruta en bicicleta por el lago al aire libre dentro de la categoría de Deportes al Aire Libre
97,Hacer mantenimiento del huerto en el centro histórico,Jardinería y Agricultura,Huerto Urbano,Outdoor,240,True,,Disfruta de Hacer mantenimiento del huerto en el centro histórico al aire libre dentro de la categoría de Jardinería y Agricultura
98,Hacer una excursión fotográfica por la montaña,Deportes al Aire Libre,Senderismo,Outdoor,180,True,,Disfruta de Hacer una excursión fotográfica por la montaña al aire libre dentro de la categoría de Deportes al Aire Libre
100,Jugar voleibol playa en la reserva natural,Deportes de Equipo,Voleibol,Outdoor,60,True,,Disfruta de Jugar voleibol playa en la reserva natural al aire libre dentro de la categoría de Deportes de Equipo
103,Hacer una ruta de varios largos en la reserva natural,Deportes al Aire Libre,Escalada,Outdoor,240,True,,Disfruta de Hacer una ruta de varios largos en la reserva natural al aire libre dentro de la categoría de Deportes al Aire Libre
104,Nadar en aguas abiertas en la playa,Actividades Acuáticas,Natación,Outdoor,90,True,,Disfruta de Nadar en aguas abiertas en la playa al aire libre dentro de la categoría de Actividades Acuáticas
105,Participar en una excursión en kayak por la sierra,Actividades Acuáticas,Kayak,Outdoor,120,True,,Disfruta de Participar en una excursión en kayak por la sierra al aire libre dentro de la categoría de Actividades Acuáticas
106,Hacer surf al atardecer en la playa sur,Actividades Acuáticas,Surf,Outdoor,60,True,,Disfruta de Hacer surf al atardecer en la playa sur al aire libre dentro de la categoría de Actividades Acuáticas
108,Hacer descenso en bicicleta en el parque local,Deportes al Aire Libre,Ciclismo,Outdoor,90,True,,Disfruta de Hacer descenso en bicicleta en el parque local al aire libre dentro de la categoría de Deportes al Aire Libre
109,Hacer ejercicios técnicos de voleibol en el lago,Deportes de Equipo,Voleibol,Outdoor,30,True,,Disfruta de Hacer ejercicios técnicos de voleibol en el lago al aire libre dentro de la categoría de Deportes de Equipo
112,Hacer una travesía a nado en el bosque,Actividades Acuáticas,Natación,Outdoor,90,True,,Disfruta de Hacer una travesía a nado en el bosque al aire libre dentro de la categoría de Actividades Acuáticas
114,Explorar senderos en mountain bike por el jardín botánico,Deportes al Aire Libre,Ciclismo,Outdoor,60,True,,Disfruta de Explorar senderos en mountain bike por el jardín botánico al aire libre dentro de la categoría de Deportes al Aire Libre
115,Explorar senderos históricos en el lago,Deportes al Aire Libre,Senderismo,Outdoor,240,True,,Disfruta de Explorar senderos históricos en el lago al aire libre dentro de la categoría de Deportes al Aire Libre
116,Hacer entrenamiento de intervalos en el bosque,Deportes al Aire Libre,Running,Outdoor,120,True,,Disfruta de Hacer entrenamiento de intervalos en el bosque al aire libre dentro de la categoría de Deportes al Aire Libre
117,Explorar lugares secretos de Bilbao,Aventura y Exploración,Exploración Urbana,Outdoor,240,True,,Disfruta de Explorar lugares secretos de Bilbao al aire libre dentro de la categoría de Aventura y Exploración
118,Hacer escalada en roca natural en el lago,Deportes al Aire Libre,Escalada,Outdoor,180,True,,Disfruta de Hacer escalada en roca natural en el lago al aire libre dentro de la categoría de Deportes al Aire Libre
119,Tomar una clase de longboard en la costa salvaje,Actividades Acuáticas,Surf,Outdoor,240,True,,Disfruta de Tomar una clase de longboard en la costa salvaje al aire libre dentro de la categoría de Actividades Acuáticas
121,Hacer ejercicios técnicos de fútbol en el centro histórico,Deportes de Equipo,Fútbol,Outdoor,30,True,,Disfruta de Hacer ejercicios técnicos de fútbol en el centro histórico al aire libre dentro de la categoría de Deportes de Equipo
122,Practicar técnicas de escalada en la sierra,Deportes al Aire Libre,Escalada,Outdoor,90,True,,Disfruta de Practicar técnicas de escalada en la sierra al aire libre dentro de la categoría de Deportes al Aire Libre
124,Hacer escalada tradicional en la playa,Deportes al Aire Libre,Escalada,Outdoor,180,True,,Disfruta de Hacer escalada tradicional en la playa al aire libre dentro de la categoría de Deportes al Aire Libre
125,Organizar un campamento temático,Aventura y Exploración,Campamento,Outdoor,240,True,,Disfruta de Organizar un campamento temático al aire libre dentro de la categoría de Aventura y Exploración
126,Hacer entrenamiento de voleibol en la sierra,Deportes de Equipo,Voleibol,Outdoor,180,True,,Disfruta de Hacer entrenamiento de voleibol en la sierra al aire libre dentro de la categoría de Deportes de Equipo
127,Participar en la cosecha comunitaria,Jardinería y Agricultura,Huerto Urbano,Outdoor,30,True,,Disfruta de Participar en la cosecha comunitaria al aire libre dentro de la categoría de Jardinería y Agricultura
128,Hacer fotos nocturnas en la montaña,Arte al Aire Libre,Fotografía,Outdoor,90,True,,Disfruta de Hacer fotos nocturnas en la montaña al aire libre dentro de la categoría de Arte al Aire Libre
129,Hacer entrenamiento de fútbol en la sierra,Deportes de Equipo,Fútbol,Outdoor,180,True,,Disfruta de Hacer entrenamiento de fútbol en la sierra al aire libre dentro de la categoría de Deportes de Equipo
130,Practicar técnicas de surf en la playa norte,Actividades Acuáticas,Surf,Outdoor,90,True,,Disfruta de Practicar técnicas de surf en la playa norte al aire libre dentro de la categoría de Actividades Acuáticas
133,Hacer una excursión fotográfica por el bosque,Deportes al Aire Libre,Senderismo,Outdoor,30,True,,Disfruta de Hacer una excursión fotográfica por el bosque al aire libre dentro de la categoría de Deportes al Aire Libre
135,Hacer kayak de mar en la reserva natural,Actividades Acuáticas,Kayak,Outdoor,120,True,,Disfruta de Hacer kayak de mar en la reserva natural al aire libre dentro de la categoría de Actividades Acuáticas
136,Explorar senderos históricos en el bosque,Deportes al Aire Libre,Senderismo,Outdoor,120,True,,Disfruta de Explorar senderos históricos en el bosque al aire libre dentro de la categoría de Deportes al Aire Libre
137,Correr con un grupo de running en la sierra,Deportes al Aire Libre,Running,Outdoor,240,True,,Disfruta de Correr con un grupo de running en la sierra al aire libre dentro de la categoría de Deportes al Aire Libre
139,Participar en un multi-cache en el valle,Aventura y Exploración,Geocaching,Outdoor,90,True,,Disfruta de Participar en un multi-cache en el valle al aire libre dentro de la categoría de Aventura y Exploración
140,Jugar un partido de fútbol en el valle,Deportes de Equipo,Fútbol,Outdoor,180,True,,Disfruta de Jugar un partido de fútbol en el valle al aire libre dentro de la categoría de Deportes de Equipo
141,Pintar junto al el centro histórico,Arte al Aire Libre,Pintura,Outdoor,120,True,,Disfruta de Pintar junto al el centro histórico al aire libre dentro de la categoría de Arte al Aire Libre
143,Hacer camping salvaje en el valle,Aventura y Exploración,Campamento,Outdoor,240,True,,Disfruta de Hacer camping salvaje en el valle al aire libre dentro de la categoría de Aventura y Exploración
145,Hacer escalada tradicional en la montaña,Deportes al Aire Libre,Escalada,Outdoor,30,True,,Disfruta de Hacer escalada tradicional en la montaña al aire libre dentro de la categoría de Deportes al Aire Libre
146,Hacer escalada en roca natural en el jardín botánico,Deportes al Aire Libre,Escalada,Outdoor,180,True,,Disfruta de Hacer escalada en roca natural en el jardín botánico al aire libre dentro de la categoría de Deportes al Aire Libre
149,Hacer camping en el parque nacional,Aventura y Exploración,Campamento,Outdoor,240,True,,Disfruta de Hacer camping en el parque nacional al aire libre dentro de la categoría de Aventura y Exploración
150,Hacer snorkel en el lago,Actividades Acuáticas,Natación,Outdoor,90,True,,Disfruta de Hacer snorkel en el lago al aire libre dentro de la categoría de Actividades Acuáticas
151,Pintar paisajes al aire libre en la montaña,Arte al Aire Libre,Pintura,Outdoor,120,True,,Disfruta de Pintar paisajes al aire libre en la montaña al aire libre dentro de la categoría de Arte al Aire Libre
154,Hacer entrenamiento de natación en el jardín botánico,Actividades Acuáticas,Natación,Outdoor,90,True,,Disfruta de Hacer entrenamiento de natación en el jardín botánico al aire libre dentro de la categoría de Actividades Acuáticas
155,Pintar paisajes al aire libre en el centro histórico,Arte al Aire Libre,Pintura,Outdoor,30,True,,Disfruta de Pintar paisajes al aire libre en el centro histórico al aire libre dentro de la categoría de Arte al Aire Libre
156,Fotografiar el amanecer en la montaña,Arte al Aire Libre,Fotografía,Outdoor,30,True,,Disfruta de Fotografiar el amanecer en la montaña al aire libre dentro de la categoría de Arte al Aire Libre
157,Trabajar en el huerto comunitario de el jardín botánico,Jardinería y Agricultura,Huerto Urbano,Outdoor,30,True,,Disfruta de Trabajar en el huerto comunitario de el jardín botánico al aire libre dentro de la categoría de Jardinería y Agricultura
158,Jugar baloncesto en la reserva natural,Deportes de Equipo,Baloncesto,Outdoor,120,True,,Disfruta de Jugar baloncesto en la reserva natural al aire libre dentro de la categoría de Deportes de Equipo
159,Participar en una excursión ciclista de 15 km,Deportes al Aire Libre,Ciclismo,Outdoor,30,True,,Disfruta de Participar en una excursión ciclista de 15 km al aire libre dentro de la categoría de Deportes al Aire Libre
164,Practicar técnicas de escalada en la montaña,Deportes al Aire Libre,Escalada,Outdoor,30,True,,Disfruta de Practicar técnicas de escalada en la montaña al aire libre dentro de la categoría de Deportes al Aire Libre
165,Jugar baloncesto en el bosque,Deportes de Equipo,Baloncesto,Outdoor,240,True,,Disfruta de Jugar baloncesto en el bosque al aire libre dentro de la categoría de Deportes de Equipo
166,Hacer snorkel en el valle,Actividades Acuáticas,Natación,Outdoor,30,True,,Disfruta de Hacer snorkel en el valle al aire libre dentro de la categoría de Actividades Acuáticas
167,Explorar rutas ciclistas urbanas,Deportes al Aire Libre,Ciclismo,Outdoor,180,True,,Disfruta de Explorar rutas ciclistas urbanas al aire libre dentro de la categoría de Deportes al Aire Libre
169,Hacer ciclismo de carretera en la ruta panorámica,Deportes al Aire Libre,Ciclismo,Outdoor,180,True,,Disfruta de Hacer ciclismo de carretera en la ruta panorámica al aire libre dentro de la categoría de Deportes al Aire Libre
170,Hacer kayak en la reserva natural,Actividades Acuáticas,Kayak,Outdoor,240,True,,Disfruta de Hacer kayak en la reserva natural al aire libre dentro de la categoría de Actividades Acuáticas
171,Organizar una búsqueda del tesoro con GPS,Aventura y Exploración,Geocaching,Outdoor,120,True,,Disfruta de Organizar una búsqueda del tesoro con GPS al aire libre dentro de la categoría de Aventura y Exploración
174,Hacer entrenamiento de voleibol en la playa,Deportes de Equipo,Voleibol,Outdoor,90,True,,Disfruta de Hacer entrenamiento de voleibol en la playa al aire libre dentro de la categoría de Deportes de Equipo
175,Participar en un entrenamiento de fútbol grupal,Deportes de Equipo,Fútbol,Outdoor,240,True,,Disfruta de Participar en un entrenamiento de fútbol grupal al aire libre dentro de la categoría de Deportes de Equipo
176,Hacer bocetos de naturaleza en el parque local,Arte al Aire Libre,Pintura,Outdoor,60,True,,Disfruta de Hacer bocetos de naturaleza en el parque local al aire libre dentro de la categoría de Arte al Aire Libre
177,Explorar caches misteriosos en el bosque,Aventura y Exploración,Geocaching,Outdoor,120,True,,Disfruta de Explorar caches misteriosos en el bosque al aire libre dentro de la categoría de Aventura y Exploración
178,Explorar ruinas abandonadas en el jardín botánico,Aventura y Exploración,Exploración Urbana,Outdoor,240,True,,Disfruta de Explorar ruinas abandonadas en el jardín botánico al aire libre dentro de la categoría de Aventura y Exploración
179,Acampar en el centro histórico,Aventura y Exploración,Campamento,Outdoor,180,True,,Disfruta de Acampar en el centro histórico al aire libre dentro de la categoría de Aventura y Exploración
180,Hacer ciclismo de carretera en la vía verde,Deportes al Aire Libre,Ciclismo,Outdoor,180,True,,Disfruta de Hacer ciclismo de carretera en la vía verde al aire libre dentro de la categoría de Deportes al Aire Libre
181,Explorar senderos históricos en el valle,Deportes al Aire Libre,Senderismo,Outdoor,120,True,,Disfruta de Explorar senderos históricos en el valle al aire libre dentro de la categoría de Deportes al Aire Libre
183,Hacer una acampada de fin de semana en el parque local,Aventura y Exploración,Campamento,Outdoor,120,True,,Disfruta de Hacer una acampada de fin de semana en el parque local al aire libre dentro de la categoría de Aventura y Exploración
184,Hacer voluntariado en jardinería en el lago,Jardinería y Agricultura,Jardinería Comunitaria,Outdoor,120,True,,Disfruta de Hacer voluntariado en jardinería en el lago al aire libre dentro de la categoría de Jardinería y Agricultura
185,Practicar técnicas de natación en el valle,Actividades Acuáticas,Natación,Outdoor,30,True,,Disfruta de Practicar técnicas de natación en el valle al aire libre dentro de la categoría de Actividades Acuáticas
186,Hacer surf al atardecer en la playa norte,Actividades Acuáticas,Surf,Outdoor,90,True,,Disfruta de Hacer surf al atardecer en la playa norte al aire libre dentro de la categoría de Actividades Acuáticas
187,Practicar natación de larga distancia en la sierra,Actividades Acuáticas,Natación,Outdoor,120,True,,Disfruta de Practicar natación de larga distancia en la sierra al aire libre dentro de la categoría de Actividades Acuáticas
190,Hacer ejercicios de tiro en la playa,Deportes de Equipo,Baloncesto,Outdoor,240,True,,Disfruta de Hacer ejercicios de tiro en la playa al aire libre dentro de la categoría de Deportes de Equipo
192,Hacer ejercicios técnicos de fútbol en el jardín botánico,Deportes de Equipo,Fútbol,Outdoor,90,True,,Disfruta de Hacer ejercicios técnicos de fútbol en el jardín botánico al aire libre dentro de la categoría de Deportes de Equipo
195,Correr 15 km en el valle,Deportes al Aire Libre,Running,Outdoor,240,True,,Disfruta de Correr 15 km en el valle al aire libre dentro de la categoría de Deportes al Aire Libre
196,Hacer una acampada familiar en el bosque,Aventura y Exploración,Campamento,Outdoor,240,True,,Disfruta de Hacer una acampada familiar en el bosque al aire libre dentro de la categoría de Aventura y Exploración
197,Practicar técnicas de aseguramiento en el bosque,Deportes al Aire Libre,Escalada,Outdoor,90,True,,Disfruta de Practicar técnicas de aseguramiento en el bosque al aire libre dentro de la categoría de Deportes al Aire Libre
198,Participar en una sesión de pintura en el parque local,Arte al Aire Libre,Pintura,Outdoor,60,True,,Disfruta de Participar en una sesión de pintura en el parque local al aire libre dentro de la categoría de Arte al Aire Libre
200,Participar en una carrera de ciclismo de montaña,Deportes al Aire Libre,Ciclismo,Outdoor,240,True,,Disfruta de Participar en una carrera de ciclismo de montaña al aire libre dentro de la categoría de Deportes al Aire Libre
1,Hacer entrenamiento de natación en el centro histórico,Actividades Acuáticas,Natación,Outdoor,240,True,,Disfruta de Hacer entrenamiento de natación en el centro histórico al aire libre dentro de la categoría de Actividades Acuáticas
3,Plantar árboles en el bosque,Jardinería y Agricultura,Jardinería Comunitaria,Outdoor,60,True,,Disfruta de Plantar árboles en el bosque al aire libre dentro de la categoría de Jardinería y Agricultura
7,Hacer una ruta de varios largos en la playa,Deportes al Aire Libre,Escalada,Outdoor,30,True,,Disfruta de Hacer una ruta de varios largos en la playa al aire libre dentro de la categoría de Deportes al Aire Libre
8,Hacer una ruta de varios largos en el valle,Deportes al Aire Libre,Escalada,Outdoor,240,True,,Disfruta de Hacer una ruta de varios largos en el valle al aire libre dentro de la categoría de Deportes al Aire Libre
9,Jugar voleibol playa en la playa,Deportes de Equipo,Voleibol,Outdoor,180,True,,Disfruta de Jugar voleibol playa en la playa al aire libre dentro de la categoría de Deportes de Equipo
10,Mantener un jardín comunitario en el jardín botánico,Jardinería y Agricultura,Jardinería Comunitaria,Outdoor,120,True,,Disfruta de Mantener un jardín comunitario en el jardín botánico al aire libre dentro de la categoría de Jardinería y Agricultura
11,Explorar ruinas abandonadas en el lago,Aventura y Exploración,Exploración Urbana,Outdoor,240,True,,Disfruta de Explorar ruinas abandonadas en el lago al aire libre dentro de la categoría de Aventura y Exploración
12,Practicar técnicas de escalada en la playa,Deportes al Aire Libre,Escalada,Outdoor,30,True,,Disfruta de Practicar técnicas de escalada en la playa al aire libre dentro de la categoría de Deportes al Aire Libre
13,Hacer una caminata por el parque local,Deportes al Aire Libre,Senderismo,Outdoor,90,True,,Disfruta de Hacer una caminata por el parque local al aire libre dentro de la categoría de Deportes al Aire Libre
15,Hacer voluntariado en jardinería en el parque local,Jardinería y Agricultura,Jardinería Comunitaria,Outdoor,90,True,,Disfruta de Hacer voluntariado en jardinería en el parque local al aire libre dentro de la categoría de Jardinería y Agricultura
16,Hacer una ruta de cicloturismo por el jardín botánico,Deportes al Aire Libre,Ciclismo,Outdoor,240,True,,Disfruta de Hacer una ruta de cicloturismo por el jardín botánico al aire libre dentro de la categoría de Deportes al Aire Libre
19,Hacer una travesía a nado en el valle,Actividades Acuáticas,Natación,Outdoor,120,True,,Disfruta de Hacer una travesía a nado en el valle al aire libre dentro de la categoría de Actividades Acuáticas
20,Hacer escalada en roca natural en la playa,Deportes al Aire Libre,Escalada,Outdoor,120,True,,Disfruta de Hacer escalada en roca natural en la playa al aire libre dentro de la categoría de Deportes al Aire Libre
24,Participar en una excursión guiada por el valle,Deportes al Aire Libre,Senderismo,Outdoor,30,True,,Disfruta de Participar en una excursión guiada por el valle al aire libre dentro de la categoría de Deportes al Aire Libre
26,Practicar técnicas de surf en la costa salvaje,Actividades Acuáticas,Surf,Outdoor,60,True,,Disfruta de Practicar técnicas de surf en la costa salvaje al aire libre dentro de la categoría de Actividades Acuáticas
29,Participar en una sesión de pintura en la playa,Arte al Aire Libre,Pintura,Outdoor,90,True,,Disfruta de Participar en una sesión de pintura en la playa al aire libre dentro de la categoría de Arte al Aire Libre
30,Participar en una ruta interpretativa por el lago,Deportes al Aire Libre,Senderismo,Outdoor,30,True,,Disfruta de Participar en una ruta interpretativa por el lago al aire libre dentro de la categoría de Deportes al Aire Libre
31,Hacer camping junto al el lago,Aventura y Exploración,Campamento,Outdoor,240,True,,Disfruta de Hacer camping junto al el lago al aire libre dentro de la categoría de Aventura y Exploración
32,Explorar senderos en mountain bike por el bosque,Deportes al Aire Libre,Ciclismo,Outdoor,240,True,,Disfruta de Explorar senderos en mountain bike por el bosque al aire libre dentro de la categoría de Deportes al Aire Libre
33,Hacer un entrenamiento de cuestas en la playa,Deportes al Aire Libre,Running,Outdoor,30,True,,Disfruta de Hacer un entrenamiento de cuestas en la playa al aire libre dentro de la categoría de Deportes al Aire Libre
34,Jugar baloncesto en la sierra,Deportes de Equipo,Baloncesto,Outdoor,90,True,,Disfruta de Jugar baloncesto en la sierra al aire libre dentro de la categoría de Deportes de Equipo
40,Explorar un sendero nuevo en el lago,Deportes al Aire Libre,Senderismo,Outdoor,240,True,,Disfruta de Explorar un sendero nuevo en el lago al aire libre dentro de la categoría de Deportes al Aire Libre
46,Hacer una acampada de fin de semana en el bosque,Aventura y Exploración,Campamento,Outdoor,240,True,,Disfruta de Hacer una acampada de fin de semana en el bosque al aire libre dentro de la categoría de Aventura y Exploración
48,Explorar un sendero nuevo en la playa,Deportes al Aire Libre,Senderismo,Outdoor,30,True,,Disfruta de Explorar un sendero nuevo en la playa al aire libre dentro de la categoría de Deportes al Aire Libre
50,Hacer camping junto al la reserva natural,Aventura y Exploración,Campamento,Outdoor,30,True,,Disfruta de Hacer camping junto al la reserva natural al aire libre dentro de la categoría de Aventura y Exploración
54,Practicar surf en la playa urbana,Actividades Acuáticas,Surf,Outdoor,180,True,,Disfruta de Practicar surf en la playa urbana al aire libre dentro de la categoría de Actividades Acuáticas
55,Explorar ruinas abandonadas en la montaña,Aventura y Exploración,Exploración Urbana,Outdoor,30,True,,Disfruta de Explorar ruinas abandonadas en la montaña al aire libre dentro de la categoría de Aventura y Exploración
56,Hacer una ruta de varios largos en el jardín botánico,Deportes al Aire Libre,Escalada,Outdoor,90,True,,Disfruta de Hacer una ruta de varios largos en el jardín botánico al aire libre dentro de la categoría de Deportes al Aire Libre
57,Hacer entrenamiento de voleibol en la montaña,Deportes de Equipo,Voleibol,Outdoor,60,True,,Disfruta de Hacer entrenamiento de voleibol en la montaña al aire libre dentro de la categoría de Deportes de Equipo
59,Practicar técnicas de kayak en el parque local,Actividades Acuáticas,Kayak,Outdoor,90,True,,Disfruta de Practicar técnicas de kayak en el parque local al aire libre dentro de la categoría de Actividades Acuáticas
60,Hacer snorkel en la montaña,Actividades Acuáticas,Natación,Outdoor,240,True,,Disfruta de Hacer snorkel en la montaña al aire libre dentro de la categoría de Actividades Acuáticas
61,Practicar técnicas de natación en el lago,Actividades Acuáticas,Natación,Outdoor,180,True,,Disfruta de Practicar técnicas de natación en el lago al aire libre dentro de la categoría de Actividades Acuáticas
62,Practicar técnicas de aseguramiento en la playa,Deportes al Aire Libre,Escalada,Outdoor,180,True,,Disfruta de Practicar técnicas de aseguramiento en la playa al aire libre dentro de la categoría de Deportes al Aire Libre
65,Hacer ciclismo de carretera en el valle,Deportes al Aire Libre,Ciclismo,Outdoor,30,True,,Disfruta de Hacer ciclismo de carretera en el valle al aire libre dentro de la categoría de Deportes al Aire Libre
68,Jugar baloncesto en el jardín botánico,Deportes de Equipo,Baloncesto,Outdoor,30,True,,Disfruta de Jugar baloncesto en el jardín botánico al aire libre dentro de la categoría de Deportes de Equipo
